id	title	body
FW14-e139-7146-08	Creamy Curried Soup with Wilted Spinach	Full of flavor and rich in body, this deliciously nutritious Creamy Curried Soup with Wilted Spinach is the perfect start to any meal. Garnish with chopped peanuts or for a heartier version add pieces of shredded turkey or chicken.
FW14-e139-7146-10	Chiles with Walnut Sauce	This stuffed chile with walnut sauce uses green chiles, white sauce, and red pomegranate seeds making it an ideal tribute for celebrating Hispanic Heritage Month. Make the sauce and the meat filling separately in advance, and then assemble the dish when you’re ready to celebrate.
FW14-e139-7230-01	Easy Peanut Butter Ice Cream	Your kids will treasure every bite of this delicious peanut butter ice cream.
FW14-e139-7176-01	Oatmeal Scotchies	The two ingredients which make these extraordinary cookies special are the combination of oats and butterscotch chips. These Oatmeal Scotchies will disappear from your cookie jar in no time.
FW14-e139-7176-02	Hearty Beef Stew for Four	Hearty Beef Stew will warm chilled bones on a blustery winter day. Serve up steaming bowls of this simple and satisfying hearty meal. See more beef stew recipes here .
FW14-e139-7205-06	Tacos To Go	For a delicious weeknight meal, simply serve in tortillas with assorted toppings. Or, take it on the go! For those that struggle with school lunches, this is a wonderful solution!
FW14-e139-7205-09	Chicken A La King	Hearty and comforting, Chicken à la King goes equally well over pasta or rice. A healthy alternative to fried chicken.
FW14-e139-7146-01	Nestlé Crunch Bowls with Häagen-Dazs Sorbet & Sugared Mint Leaves	Amy D. from Austin, TX created this unique recipe for the Nestlé Kitchens “All Things Chocolate Recipe Contest.” With sugared mint leaves and an edible Nestlé Crunch bowl, this recipe is the perfect dessert on a summer night. Learn more about this recipe on the Nestlé Kitchens blog.
FW14-e139-7207-02	Firecracker Fudge Cookies	Firecracker Fudge Cookies are made with chocolate morsels and topped with powdered sugar. These fudge cookies are perfect for a holiday get-together of any type.
FW14-e139-7216-01	Nestlé Crunch Bowls with Häagen-Dazs Sorbet & Sugared Mint Leaves	Amy D. from Austin, TX created this unique recipe for the Nestlé Kitchens “All Things Chocolate Recipe Contest.” With sugared mint leaves and an edible Nestlé Crunch bowl, this recipe is the perfect dessert on a summer night. Learn more about this recipe on the Nestlé Kitchens blog.
FW14-e139-7320-01	Cheesy Tuna and Rice Dish	Cheesy Tuna and Rice Dish is a tasty variation on the traditional casserole. Delicious, easy to prepare and it's ready in less than 1 hour.
