id	title	body
FW14-e011-7197-05	Breast cancer and combined oral contraceptives: results from a multinational study	"* January 1990 Breast cancer and combined oral contraceptives: results from a multinational study 

British Journal of Cancer 61, 110-119 doi:10.1038/bjc.1990.23

Rights and permissions"
FW14-e011-7197-06	Oral contraceptives and breast cancer: results from an expanded case-control study	"* September 1989 Oral contraceptives and breast cancer: results from an expanded case-control study 

* JL Stanford, 
* LA Brinton &
* RN Hoover

British Journal of Cancer 60, 375-381 doi:10.1038/bjc.1989.288

Rights and permissions"
FW14-e011-7197-07	Oral contraceptives and breast cancer: latest findings in a large cohort study	"* April 1989 Oral contraceptives and breast cancer: latest findings in a large cohort study 

* MP Vessey, 
* K McPherson, 
* L Villard-Mackintosh &
* D Yeates

British Journal of Cancer 59, 613-617 doi:10.1038/bjc.1989.124

Rights and permissions"
FW14-e011-7197-08	Therapy Insight: guidelines for selection of contraception in women with rheumatic diseases	"* May 2007 Therapy Insight: guidelines for selection of contraception in women with rheumatic diseases free

* Lisa R Sammaritano

Nature Clinical Practice Rheumatology 3, 273-281 doi:10.1038/ncprheum0484

Rights and permissions"
FW14-e011-7197-09	Contraception: Reducing Maternal Mortality	"* 22 November 1969 Contraception: Reducing Maternal Mortality 

* Our Demography Correspondent 

Nature 224, 748-749 doi:10.1038/224748a0

Rights and permissions"
FW14-e011-7197-10	THE CONTRACEPTIVE SPONGE AND INNER-CITY ADOLESCENT FEMALES: ATTITUDES, KNOWLEDGE AND USE	"* April 1987 THE CONTRACEPTIVE SPONGE AND INNER-CITY ADOLESCENT FEMALES: ATTITUDES, KNOWLEDGE AND USE 

* Angela Diaz &
* Leslie R Jaffe

Pediatric Research 21, 173A-173A doi:10.1203/00006450-198704010-00042

Rights and permissions"
FW14-e011-7200-01	Ursodeoxycholic Acid for Cystic Fibrosis Related Liver Disease, Our Experience	"* November 2011 Ursodeoxycholic Acid for Cystic Fibrosis Related Liver Disease, Our Experience free

* G Mujtaba, 
* P Greally &
* B Elnazir

Pediatric Research 70, 534-534 doi:10.1038/pr.2011.759

Rights and permissions"
FW14-e011-7200-02	Using MRI to plan breast-conserving surgery following neoadjuvant chemotherapy for early breast cancer	"* 22 January 2008 Using MRI to plan breast-conserving surgery following neoadjuvant chemotherapy for early breast cancer open

* M Bhattacharyya, 
* D Ryan, 
* R Carpenter, 
* S Vinnicombe &
* C J Gallagher

British Journal of Cancer 98, 289-293 doi:10.1038/sj.bjc.6604171

Rights and permissions"
FW14-e011-7200-03	Effect of cinacalcet on urine calcium excretion and supersaturation in genetic hypercalciuric stone-forming rats	"* 22 March 2006 Effect of cinacalcet on urine calcium excretion and supersaturation in genetic hypercalciuric stone-forming rats free

* D A Bushinsky, 
* K LaPlante &
* J R Asplin

Kidney International 69, 1586-1592 doi:10.1038/sj.ki.5000324

Rights and permissions"
FW14-e011-7320-06	Bookworms.1	"* 8 September 1898 * F. E. B.

Nature 58, 435-436 doi:10.1038/058435d0

Rights and permissions"
