#Contains single reference judgments for results from 50 FedWeb14 topics
#snippetID	userID	pagelabel	pageproblem	watchedvideo
FW14-e013-7015-10	judge8	Non	0	0
FW14-e014-7015-01	judge8	Non	0	0
FW14-e014-7015-02	judge8	Non	0	0
FW14-e014-7015-03	judge8	Non	0	0
FW14-e014-7015-04	judge8	Non	0	0
FW14-e014-7015-05	judge8	Non	0	0
FW14-e014-7015-06	judge8	Non	0	0
FW14-e014-7015-07	judge8	Non	0	0
FW14-e014-7015-08	judge8	Non	0	0
FW14-e014-7015-09	judge8	Non	0	0
FW14-e014-7015-10	judge8	Non	0	0
FW14-e015-7015-01	judge8	Non	0	0
FW14-e015-7015-02	judge8	Non	0	0
FW14-e015-7015-03	judge8	Non	0	0
FW14-e015-7015-04	judge8	Non	0	0
FW14-e015-7015-05	judge8	Non	0	0
FW14-e015-7015-06	judge8	Non	0	0
FW14-e015-7015-07	judge8	Non	0	0
FW14-e015-7015-08	judge8	Non	0	0
FW14-e015-7015-09	judge8	Non	0	0
FW14-e016-7015-01	judge8	Non	0	0
FW14-e016-7015-02	judge8	Non	0	0
FW14-e016-7015-03	judge8	Non	0	0
FW14-e016-7015-04	judge8	Non	0	0
FW14-e016-7015-05	judge8	Non	0	0
FW14-e016-7015-06	judge8	Non	0	0
FW14-e016-7015-07	judge8	Non	0	0
FW14-e016-7015-08	judge8	Non	0	0
FW14-e016-7015-09	judge8	Non	0	0
FW14-e016-7015-10	judge8	Non	0	0
FW14-e017-7015-01	judge8	Non	0	0
FW14-e017-7015-02	judge8	Non	0	0
FW14-e017-7015-03	judge8	Non	0	0
FW14-e017-7015-04	judge8	Non	0	0
FW14-e017-7015-05	judge8	Non	0	0
FW14-e017-7015-06	judge8	Non	0	0
FW14-e017-7015-07	judge8	Non	0	0
FW14-e017-7015-08	judge8	Non	0	0
FW14-e017-7015-09	judge8	Non	0	0
FW14-e017-7015-10	judge8	Non	0	0
FW14-e018-7015-01	judge8	Non	0	0
FW14-e018-7015-02	judge8	Non	0	0
FW14-e018-7015-03	judge8	Non	0	0
FW14-e018-7015-04	judge8	Non	0	0
FW14-e018-7015-05	judge8	Non	0	0
FW14-e018-7015-06	judge8	Non	0	0
FW14-e018-7015-07	judge8	Non	0	0
FW14-e018-7015-08	judge8	Non	0	0
FW14-e018-7015-09	judge8	Non	0	0
FW14-e018-7015-10	judge8	Non	0	0
FW14-e019-7015-01	judge8	Non	0	0
FW14-e019-7015-02	judge8	Non	0	0
FW14-e019-7015-03	judge8	Non	0	0
FW14-e019-7015-04	judge8	Non	0	0
FW14-e019-7015-05	judge8	Non	0	0
FW14-e019-7015-06	judge8	Non	0	0
FW14-e019-7015-07	judge8	Non	0	0
FW14-e019-7015-08	judge8	Non	0	0
FW14-e019-7015-09	judge8	Non	0	0
FW14-e019-7015-10	judge8	Non	0	0
FW14-e020-7015-02	judge8	Non	0	0
FW14-e020-7015-03	judge8	Non	0	0
FW14-e020-7015-04	judge8	Non	0	0
FW14-e020-7015-05	judge8	Non	0	0
FW14-e020-7015-06	judge8	Non	0	0
FW14-e020-7015-07	judge8	Non	0	0
FW14-e020-7015-08	judge8	Non	0	0
FW14-e020-7015-09	judge8	Non	0	0
FW14-e020-7015-10	judge8	Non	0	0
FW14-e020-7015-11	judge8	Non	0	0
FW14-e021-7015-01	judge8	Non	0	0
FW14-e021-7015-02	judge8	Non	0	0
FW14-e021-7015-03	judge8	Non	0	0
FW14-e021-7015-04	judge8	Non	0	0
FW14-e021-7015-05	judge8	Non	0	0
FW14-e021-7015-06	judge8	Non	0	0
FW14-e021-7015-07	judge8	Non	0	0
FW14-e021-7015-08	judge8	Non	0	0
FW14-e021-7015-09	judge8	Non	0	0
FW14-e021-7015-10	judge8	Non	0	0
FW14-e022-7015-01	judge8	Rel	0	1
FW14-e022-7015-02	judge8	Non	0	1
FW14-e022-7015-03	judge8	Non	0	0
FW14-e022-7015-04	judge8	Rel	0	1
FW14-e022-7015-05	judge8	Non	0	1
FW14-e022-7015-06	judge8	Non	0	0
FW14-e022-7015-07	judge8	Non	0	0
FW14-e022-7015-08	judge8	Non	0	0
FW14-e022-7015-09	judge8	Non	0	0
FW14-e022-7015-10	judge8	Non	0	0
FW14-e023-7015-01	judge8	HRel	0	0
FW14-e023-7015-02	judge8	Non	0	0
FW14-e023-7015-03	judge8	HRel	0	0
FW14-e023-7015-04	judge8	Non	0	0
FW14-e023-7015-05	judge8	Rel	0	1
FW14-e023-7015-06	judge8	Non	0	0
FW14-e023-7015-07	judge8	HRel	0	0
FW14-e023-7015-08	judge8	HRel	0	0
FW14-e023-7015-09	judge8	Non	0	0
FW14-e023-7015-10	judge8	Non	0	0
FW14-e024-7015-01	judge8	Non	0	0
FW14-e025-7015-01	judge8	Non	0	0
FW14-e025-7015-02	judge8	Non	0	0
FW14-e025-7015-03	judge8	Non	0	0
FW14-e025-7015-04	judge8	Non	0	0
FW14-e025-7015-05	judge8	Non	0	0
FW14-e025-7015-06	judge8	Non	0	0
FW14-e025-7015-07	judge8	Non	0	0
FW14-e025-7015-08	judge8	Non	0	0
FW14-e025-7015-09	judge8	Non	0	0
FW14-e025-7015-10	judge8	Non	0	0
FW14-e026-7015-01	judge8	Non	0	0
FW14-e026-7015-02	judge8	Non	0	0
FW14-e026-7015-03	judge8	Non	0	0
FW14-e026-7015-04	judge8	Non	0	0
FW14-e026-7015-05	judge8	Non	0	0
FW14-e026-7015-06	judge8	Non	0	0
FW14-e026-7015-07	judge8	Non	0	0
FW14-e026-7015-08	judge8	Non	0	0
FW14-e026-7015-09	judge8	Non	0	0
FW14-e026-7015-10	judge8	Non	0	0
FW14-e028-7015-01	judge8	HRel	0	0
FW14-e028-7015-02	judge8	Non	0	0
FW14-e028-7015-03	judge8	HRel	0	0
FW14-e028-7015-04	judge8	HRel	0	0
FW14-e028-7015-05	judge8	Non	0	0
FW14-e028-7015-06	judge8	Non	0	0
FW14-e028-7015-07	judge8	Non	0	0
FW14-e028-7015-08	judge8	Non	0	0
FW14-e028-7015-09	judge8	Non	0	0
FW14-e028-7015-10	judge8	Non	0	0
FW14-e029-7015-01	judge8	Non	0	0
FW14-e029-7015-02	judge8	Non	0	0
FW14-e029-7015-03	judge8	Non	0	0
FW14-e029-7015-04	judge8	Non	0	0
FW14-e029-7015-05	judge8	Non	0	0
FW14-e029-7015-06	judge8	Non	0	0
FW14-e029-7015-07	judge8	Non	0	0
FW14-e029-7015-08	judge8	Non	0	0
FW14-e029-7015-09	judge8	Non	0	0
FW14-e029-7015-10	judge8	Non	0	0
FW14-e030-7015-01	judge8	Non	0	0
FW14-e030-7015-02	judge8	Non	0	0
FW14-e030-7015-03	judge8	Non	0	0
FW14-e030-7015-04	judge8	Non	0	0
FW14-e030-7015-05	judge8	Non	0	0
FW14-e030-7015-06	judge8	Non	0	0
FW14-e030-7015-07	judge8	Non	0	0
FW14-e030-7015-08	judge8	Non	0	0
FW14-e030-7015-09	judge8	Non	0	0
FW14-e030-7015-10	judge8	Non	0	0
FW14-e032-7015-01	judge8	Non	0	0
FW14-e032-7015-02	judge8	Non	0	0
FW14-e032-7015-03	judge8	Non	0	0
FW14-e032-7015-04	judge8	Non	0	0
FW14-e032-7015-05	judge8	Non	0	0
FW14-e032-7015-06	judge8	Non	0	0
FW14-e032-7015-07	judge8	Non	0	0
FW14-e032-7015-08	judge8	Non	0	0
FW14-e032-7015-09	judge8	Non	0	0
FW14-e032-7015-10	judge8	Non	0	0
FW14-e033-7015-01	judge8	Non	0	0
FW14-e033-7015-02	judge8	Non	0	0
FW14-e033-7015-03	judge8	Non	0	0
FW14-e033-7015-04	judge8	Non	0	0
FW14-e033-7015-05	judge8	Non	0	0
FW14-e033-7015-06	judge8	Non	0	0
FW14-e033-7015-07	judge8	Non	0	0
FW14-e033-7015-08	judge8	Non	0	0
FW14-e033-7015-09	judge8	Non	0	0
FW14-e033-7015-10	judge8	Non	0	0
FW14-e034-7015-01	judge8	HRel	0	0
FW14-e034-7015-02	judge8	Non	0	0
FW14-e034-7015-03	judge8	Non	0	0
FW14-e034-7015-04	judge8	Non	0	0
FW14-e034-7015-05	judge8	Non	0	0
FW14-e034-7015-06	judge8	Non	0	0
FW14-e034-7015-07	judge8	Non	0	0
FW14-e034-7015-08	judge8	Non	0	0
FW14-e034-7015-09	judge8	Non	0	0
FW14-e034-7015-10	judge8	Non	0	0
FW14-e036-7015-01	judge8	Non	0	0
FW14-e036-7015-02	judge8	Non	0	0
FW14-e036-7015-03	judge8	Non	0	0
FW14-e036-7015-04	judge8	Non	0	0
FW14-e036-7015-05	judge8	Non	0	0
FW14-e036-7015-06	judge8	Non	0	0
FW14-e036-7015-07	judge8	Non	0	0
FW14-e036-7015-08	judge8	Non	0	0
FW14-e036-7015-09	judge8	Non	0	0
FW14-e036-7015-10	judge8	Non	0	0
FW14-e037-7015-01	judge8	Non	0	0
FW14-e037-7015-02	judge8	Non	0	0
FW14-e037-7015-03	judge8	Non	0	0
FW14-e037-7015-04	judge8	Non	0	0
FW14-e037-7015-05	judge8	Non	0	0
FW14-e037-7015-06	judge8	Non	0	0
FW14-e037-7015-07	judge8	Non	0	0
FW14-e037-7015-08	judge8	Non	0	0
FW14-e037-7015-09	judge8	Non	0	0
FW14-e037-7015-10	judge8	Non	0	0
FW14-e039-7015-01	judge8	Non	0	0
FW14-e039-7015-02	judge8	Non	0	0
FW14-e039-7015-03	judge8	Non	0	0
FW14-e039-7015-04	judge8	Non	0	0
FW14-e039-7015-05	judge8	Non	0	0
FW14-e039-7015-06	judge8	Non	0	0
FW14-e039-7015-07	judge8	Non	0	0
FW14-e039-7015-08	judge8	Non	0	0
FW14-e039-7015-09	judge8	Non	0	0
FW14-e039-7015-10	judge8	Non	0	0
FW14-e041-7015-01	judge8	Non	0	0
FW14-e041-7015-02	judge8	Non	0	0
FW14-e041-7015-03	judge8	Non	0	0
FW14-e041-7015-04	judge8	Non	0	0
FW14-e041-7015-05	judge8	Non	0	0
FW14-e041-7015-06	judge8	Non	0	0
FW14-e041-7015-07	judge8	Non	0	0
FW14-e041-7015-08	judge8	Non	0	0
FW14-e041-7015-09	judge8	Non	0	0
FW14-e041-7015-10	judge8	Non	0	0
FW14-e044-7015-01	judge8	Non	0	0
FW14-e044-7015-02	judge8	Non	0	0
FW14-e044-7015-03	judge8	Non	0	0
FW14-e044-7015-04	judge8	Non	0	0
FW14-e044-7015-05	judge8	Non	0	0
FW14-e044-7015-06	judge8	Non	0	0
FW14-e044-7015-07	judge8	Non	0	0
FW14-e044-7015-08	judge8	Non	0	0
FW14-e044-7015-09	judge8	Non	0	0
FW14-e044-7015-10	judge8	Non	0	0
FW14-e045-7015-01	judge8	Non	0	0
FW14-e047-7015-01	judge8	Non	0	0
FW14-e047-7015-02	judge8	Non	0	0
FW14-e047-7015-03	judge8	Non	0	0
FW14-e047-7015-04	judge8	Non	0	0
FW14-e047-7015-05	judge8	Non	0	0
FW14-e047-7015-06	judge8	Non	0	0
FW14-e047-7015-07	judge8	Non	0	0
FW14-e047-7015-08	judge8	Non	0	0
FW14-e047-7015-09	judge8	Non	0	0
FW14-e047-7015-10	judge8	Non	0	0
FW14-e048-7015-01	judge8	Non	0	0
FW14-e048-7015-02	judge8	Non	0	0
FW14-e048-7015-03	judge8	Non	0	0
FW14-e048-7015-04	judge8	Non	0	0
FW14-e048-7015-05	judge8	Non	0	0
FW14-e048-7015-06	judge8	Non	0	0
FW14-e048-7015-07	judge8	Non	0	0
FW14-e048-7015-08	judge8	Non	0	0
FW14-e048-7015-09	judge8	Non	0	0
FW14-e048-7015-10	judge8	Non	0	0
FW14-e049-7015-01	judge8	Non	0	0
FW14-e049-7015-02	judge8	Non	0	0
FW14-e049-7015-03	judge8	Non	0	0
FW14-e049-7015-04	judge8	Non	0	0
FW14-e049-7015-05	judge8	Non	0	0
FW14-e049-7015-06	judge8	Non	0	0
FW14-e049-7015-07	judge8	Non	0	0
FW14-e049-7015-08	judge8	Non	0	0
FW14-e049-7015-09	judge8	Non	0	0
FW14-e049-7015-10	judge8	Non	0	0
FW14-e050-7015-01	judge8	Non	0	0
FW14-e050-7015-02	judge8	HRel	0	0
FW14-e050-7015-03	judge8	HRel	0	0
FW14-e050-7015-04	judge8	Non	0	0
FW14-e050-7015-05	judge8	HRel	0	0
FW14-e050-7015-06	judge8	Non	0	0
FW14-e050-7015-07	judge8	HRel	0	0
FW14-e050-7015-08	judge8	HRel	0	0
FW14-e050-7015-09	judge8	Non	0	0
FW14-e050-7015-10	judge8	Rel	0	0
FW14-e052-7015-01	judge8	HRel	0	0
FW14-e052-7015-02	judge8	Rel	0	1
FW14-e052-7015-03	judge8	HRel	0	0
FW14-e052-7015-04	judge8	Non	0	0
FW14-e052-7015-05	judge8	Non	0	0
FW14-e052-7015-06	judge8	HRel	0	0
FW14-e055-7015-01	judge8	Non	0	0
FW14-e055-7015-02	judge8	Non	0	0
FW14-e055-7015-03	judge8	Non	0	0
FW14-e055-7015-04	judge8	Non	0	0
FW14-e055-7015-05	judge8	Non	0	0
FW14-e055-7015-06	judge8	Non	0	0
FW14-e055-7015-07	judge8	Non	0	0
FW14-e055-7015-08	judge8	Non	0	0
FW14-e055-7015-09	judge8	Non	0	0
FW14-e055-7015-10	judge8	Non	0	0
FW14-e057-7015-01	judge8	HRel	0	0
FW14-e057-7015-02	judge8	HRel	0	0
FW14-e057-7015-03	judge8	Non	0	0
FW14-e057-7015-04	judge8	Non	0	0
FW14-e057-7015-05	judge8	Non	0	0
FW14-e057-7015-06	judge8	Non	0	0
FW14-e057-7015-07	judge8	Non	0	0
FW14-e057-7015-08	judge8	Non	0	0
FW14-e057-7015-09	judge8	Non	0	0
FW14-e057-7015-10	judge8	Non	0	0
FW14-e062-7015-01	judge8	Non	0	0
FW14-e062-7015-02	judge8	Non	0	0
FW14-e062-7015-03	judge8	Non	0	0
FW14-e062-7015-04	judge8	Non	0	0
FW14-e062-7015-05	judge8	Non	0	0
FW14-e062-7015-06	judge8	HRel	0	0
FW14-e062-7015-07	judge8	Non	0	0
FW14-e062-7015-08	judge8	HRel	0	0
FW14-e062-7015-09	judge8	Non	0	0
FW14-e062-7015-10	judge8	Non	0	0
FW14-e063-7015-01	judge8	Non	0	0
FW14-e063-7015-02	judge8	Non	0	0
FW14-e063-7015-03	judge8	Non	0	0
FW14-e063-7015-04	judge8	Non	0	0
FW14-e063-7015-05	judge8	Non	0	0
FW14-e063-7015-06	judge8	Non	0	0
FW14-e063-7015-07	judge8	Non	0	0
FW14-e063-7015-08	judge8	Non	0	0
FW14-e064-7015-01	judge8	Non	0	0
FW14-e064-7015-02	judge8	Non	0	0
FW14-e064-7015-03	judge8	Non	0	0
FW14-e064-7015-04	judge8	Non	0	0
FW14-e064-7015-05	judge8	Non	0	0
FW14-e065-7015-01	judge8	Non	0	0
FW14-e066-7015-01	judge8	Non	0	0
FW14-e066-7015-02	judge8	Non	0	0
FW14-e066-7015-03	judge8	Non	0	0
FW14-e066-7015-04	judge8	Non	0	0
FW14-e066-7015-05	judge8	Non	0	0
FW14-e066-7015-06	judge8	Non	0	0
FW14-e066-7015-07	judge8	Non	0	0
FW14-e066-7015-08	judge8	Non	0	0
FW14-e066-7015-09	judge8	Non	0	0
FW14-e066-7015-10	judge8	Non	0	0
FW14-e067-7015-01	judge8	Non	0	0
FW14-e067-7015-02	judge8	Non	0	0
FW14-e067-7015-03	judge8	Non	0	0
FW14-e067-7015-04	judge8	Non	0	0
FW14-e067-7015-05	judge8	Non	0	0
FW14-e067-7015-06	judge8	Non	0	0
FW14-e067-7015-07	judge8	Non	0	0
FW14-e067-7015-08	judge8	Non	0	0
FW14-e067-7015-09	judge8	Non	0	0
FW14-e067-7015-10	judge8	Non	0	0
FW14-e070-7015-01	judge8	Non	0	0
FW14-e070-7015-02	judge8	Non	0	0
FW14-e070-7015-03	judge8	Non	0	0
FW14-e071-7015-01	judge8	Non	0	0
FW14-e071-7015-02	judge8	Non	0	0
FW14-e071-7015-03	judge8	Non	0	0
FW14-e071-7015-04	judge8	Non	0	0
FW14-e071-7015-05	judge8	Non	0	0
FW14-e071-7015-06	judge8	Non	0	0
FW14-e071-7015-07	judge8	Non	0	0
FW14-e072-7015-01	judge8	Non	1	0
FW14-e072-7015-02	judge8	Non	1	0
FW14-e072-7015-03	judge8	Non	1	0
FW14-e072-7015-04	judge8	Non	1	0
FW14-e072-7015-05	judge8	Non	1	0
FW14-e072-7015-06	judge8	Non	1	0
FW14-e072-7015-07	judge8	Non	1	0
FW14-e072-7015-08	judge8	Non	1	0
FW14-e072-7015-09	judge8	Non	1	0
FW14-e072-7015-10	judge8	Non	1	0
FW14-e075-7015-01	judge8	Non	0	0
FW14-e076-7015-01	judge8	Non	0	0
FW14-e076-7015-02	judge8	Non	0	0
FW14-e076-7015-03	judge8	Non	0	0
FW14-e076-7015-04	judge8	Non	0	0
FW14-e076-7015-05	judge8	Non	0	0
FW14-e076-7015-06	judge8	Non	0	0
FW14-e076-7015-07	judge8	Non	0	0
FW14-e076-7015-08	judge8	Non	0	0
FW14-e076-7015-09	judge8	Non	0	0
FW14-e076-7015-10	judge8	Non	0	0
FW14-e077-7015-01	judge8	Non	0	0
FW14-e077-7015-02	judge8	Non	0	0
FW14-e077-7015-03	judge8	Non	0	0
FW14-e077-7015-04	judge8	Non	0	0
FW14-e077-7015-05	judge8	Non	0	0
FW14-e077-7015-06	judge8	Non	0	0
FW14-e077-7015-07	judge8	Non	0	0
FW14-e077-7015-08	judge8	Non	0	0
FW14-e077-7015-09	judge8	Non	0	0
FW14-e077-7015-10	judge8	Non	0	0
FW14-e079-7015-01	judge8	Non	0	0
FW14-e079-7015-02	judge8	Non	0	0
FW14-e079-7015-03	judge8	Non	0	0
FW14-e079-7015-04	judge8	Non	0	0
FW14-e079-7015-05	judge8	Non	0	0
FW14-e079-7015-06	judge8	Non	0	0
FW14-e079-7015-07	judge8	Non	0	0
FW14-e079-7015-08	judge8	Non	0	0
FW14-e079-7015-09	judge8	Non	0	0
FW14-e079-7015-10	judge8	Non	0	0
FW14-e080-7015-01	judge8	Non	0	0
FW14-e080-7015-02	judge8	Non	0	0
FW14-e080-7015-03	judge8	Non	0	0
FW14-e080-7015-04	judge8	Non	0	0
FW14-e080-7015-05	judge8	Non	0	0
FW14-e080-7015-06	judge8	Non	0	0
FW14-e080-7015-07	judge8	Non	0	0
FW14-e080-7015-08	judge8	Non	0	0
FW14-e080-7015-09	judge8	Non	0	0
FW14-e080-7015-10	judge8	Non	0	0
FW14-e081-7015-01	judge8	Non	0	0
FW14-e081-7015-02	judge8	Non	0	0
FW14-e081-7015-03	judge8	Non	0	0
FW14-e082-7015-01	judge8	Non	0	0
FW14-e082-7015-02	judge8	Non	0	0
FW14-e085-7015-01	judge8	Non	0	0
FW14-e085-7015-02	judge8	Non	1	0
FW14-e085-7015-03	judge8	Non	1	0
FW14-e085-7015-04	judge8	Non	1	0
FW14-e085-7015-05	judge8	Non	1	0
FW14-e085-7015-06	judge8	Non	1	0
FW14-e085-7015-07	judge8	Non	1	0
FW14-e085-7015-08	judge8	Non	1	0
FW14-e085-7015-09	judge8	Non	1	0
FW14-e085-7015-10	judge8	Non	1	0
FW14-e086-7015-01	judge8	Non	0	0
FW14-e086-7015-02	judge8	Non	0	0
FW14-e086-7015-03	judge8	Non	0	0
FW14-e086-7015-04	judge8	Non	0	0
FW14-e086-7015-05	judge8	Non	0	0
FW14-e086-7015-06	judge8	Non	0	0
FW14-e086-7015-07	judge8	Non	0	0
FW14-e086-7015-08	judge8	Non	0	0
FW14-e086-7015-09	judge8	Non	0	0
FW14-e086-7015-10	judge8	Non	0	0
FW14-e088-7015-01	judge8	HRel	0	0
FW14-e088-7015-02	judge8	Non	0	0
FW14-e088-7015-03	judge8	Non	0	0
FW14-e088-7015-04	judge8	HRel	0	0
FW14-e088-7015-05	judge8	HRel	0	0
FW14-e088-7015-06	judge8	Non	1	0
FW14-e088-7015-07	judge8	HRel	0	0
FW14-e088-7015-08	judge8	Non	0	0
FW14-e089-7015-01	judge8	Non	0	0
FW14-e090-7015-01	judge8	Non	0	0
FW14-e090-7015-02	judge8	Non	0	0
FW14-e090-7015-03	judge8	Non	0	0
FW14-e090-7015-04	judge8	Non	0	0
FW14-e090-7015-05	judge8	Non	0	0
FW14-e090-7015-06	judge8	Non	0	0
FW14-e090-7015-07	judge8	Non	0	0
FW14-e090-7015-08	judge8	Non	0	0
FW14-e090-7015-09	judge8	Non	0	0
FW14-e090-7015-10	judge8	Non	0	0
FW14-e092-7015-01	judge8	Non	0	0
FW14-e092-7015-02	judge8	Non	0	0
FW14-e092-7015-03	judge8	Non	0	0
FW14-e092-7015-04	judge8	Non	0	0
FW14-e092-7015-05	judge8	Non	0	0
FW14-e092-7015-06	judge8	Non	0	0
FW14-e092-7015-07	judge8	Non	0	0
FW14-e092-7015-08	judge8	Non	0	0
FW14-e092-7015-09	judge8	Non	0	0
FW14-e092-7015-10	judge8	Non	0	0
FW14-e093-7015-01	judge8	Non	1	0
FW14-e093-7015-02	judge8	Non	0	0
FW14-e093-7015-03	judge8	Non	0	0
FW14-e095-7015-01	judge8	Non	0	0
FW14-e095-7015-02	judge8	Non	0	0
FW14-e095-7015-03	judge8	Non	0	0
FW14-e095-7015-04	judge8	Non	0	0
FW14-e095-7015-05	judge8	Non	0	0
FW14-e095-7015-06	judge8	Non	0	0
FW14-e095-7015-07	judge8	Non	0	0
FW14-e098-7015-01	judge8	Non	0	0
FW14-e098-7015-02	judge8	Non	0	0
FW14-e098-7015-03	judge8	Non	0	0
FW14-e098-7015-04	judge8	Non	0	0
FW14-e098-7015-05	judge8	Non	0	0
FW14-e098-7015-06	judge8	Non	0	0
FW14-e098-7015-07	judge8	Non	0	0
FW14-e098-7015-08	judge8	Non	0	0
FW14-e098-7015-09	judge8	Non	0	0
FW14-e098-7015-10	judge8	Non	0	0
FW14-e100-7015-01	judge8	Non	0	0
FW14-e100-7015-02	judge8	Non	0	0
FW14-e100-7015-03	judge8	Non	0	0
FW14-e100-7015-04	judge8	Non	0	0
FW14-e100-7015-05	judge8	Non	0	0
FW14-e100-7015-06	judge8	Non	0	0
FW14-e100-7015-07	judge8	Non	0	0
FW14-e100-7015-08	judge8	Non	0	0
FW14-e100-7015-09	judge8	Non	0	0
FW14-e100-7015-10	judge8	Non	0	0
FW14-e101-7015-01	judge8	Non	0	0
FW14-e101-7015-02	judge8	Non	0	0
FW14-e101-7015-03	judge8	Non	0	0
FW14-e101-7015-04	judge8	Non	0	0
FW14-e101-7015-05	judge8	Non	0	0
FW14-e101-7015-06	judge8	Non	0	0
FW14-e101-7015-07	judge8	Non	0	0
FW14-e101-7015-08	judge8	Non	0	0
FW14-e101-7015-09	judge8	Non	0	0
FW14-e101-7015-10	judge8	Non	0	0
FW14-e102-7015-01	judge8	Non	0	0
FW14-e102-7015-02	judge8	Non	0	0
FW14-e102-7015-03	judge8	Non	0	0
FW14-e102-7015-04	judge8	Non	0	0
FW14-e102-7015-05	judge8	Non	0	0
FW14-e102-7015-06	judge8	Non	0	0
FW14-e102-7015-07	judge8	Non	0	0
FW14-e102-7015-08	judge8	Non	0	0
FW14-e102-7015-09	judge8	Non	0	0
FW14-e102-7015-10	judge8	Non	0	0
FW14-e104-7015-01	judge8	Non	0	0
FW14-e104-7015-02	judge8	Non	0	0
FW14-e104-7015-03	judge8	Non	1	0
FW14-e104-7015-04	judge8	Non	0	0
FW14-e104-7015-05	judge8	Non	1	0
FW14-e104-7015-06	judge8	Non	0	0
FW14-e104-7015-07	judge8	Non	0	0
FW14-e104-7015-08	judge8	Non	1	0
FW14-e104-7015-09	judge8	Non	0	0
FW14-e104-7015-10	judge8	Non	0	0
FW14-e109-7015-01	judge8	Non	0	0
FW14-e109-7015-02	judge8	Non	0	0
FW14-e109-7015-03	judge8	Non	0	0
FW14-e109-7015-04	judge8	Non	0	0
FW14-e109-7015-05	judge8	Non	0	0
FW14-e109-7015-06	judge8	Non	0	0
FW14-e109-7015-07	judge8	Non	0	0
FW14-e109-7015-08	judge8	Non	0	0
FW14-e109-7015-09	judge8	Non	0	0
FW14-e109-7015-10	judge8	Non	0	0
FW14-e110-7015-01	judge8	Non	0	0
FW14-e110-7015-02	judge8	Non	0	0
FW14-e110-7015-03	judge8	Non	0	0
FW14-e110-7015-04	judge8	Non	0	0
FW14-e110-7015-05	judge8	Non	0	0
FW14-e110-7015-06	judge8	Non	0	0
